,plate,mjd,fiberid,class,subclass,z,h_alpha_flux,h_beta_flux,oiii_5007_flux,nii_6584_flux,h_alpha_eqw,nii_6584_eqw
6463,551,51993,340,b'GALAXY',b'STARFORMING',0.09585138,237.5156,42.24795,14.37157,70.89505,-24.73414,-7.122129
6464,552,51992,389,b'GALAXY',b'STARFORMING',0.09183433,177.2935,47.01788,8.898768,63.79586,-21.45009,-7.42932
6465,552,51992,523,b'GALAXY',b'STARFORMING',0.06092607,526.361,127.7213,52.45757,174.5176,-39.22906,-12.81024
6466,552,51992,562,b'GALAXY',b'STARBURST',0.09838832,269.4841,49.6271,11.48954,121.9391,-41.6839,-20.41733
6467,553,51999,107,b'GALAXY',b'STARFORMING',0.06392869,463.5156,129.051,69.52749,171.5582,-36.89001,-13.54693
6468,553,51999,175,b'GALAXY',b'AGN',0.06116979,109.1534,28.80398,233.2702,90.83221,-8.715249,-7.151629
6469,553,51999,319,b'GALAXY',b'STARBURST',0.03797659,404.4413,140.3624,262.0286,48.65393,-45.52218,-5.250364
6470,553,51999,372,b'GALAXY',b'STARFORMING',0.09669913,95.67732,24.29141,15.5388,55.7009,-7.396364,-4.392425
6471,553,51999,482,b'GALAXY',b'',0.1474426,140.0164,46.91243,10.0225,55.79239,-22.27226,-8.429939
6472,553,51999,521,b'GALAXY',b'STARFORMING',0.06012532,192.305,34.44297,29.97905,108.9829,-6.491834,-3.757909
6473,554,52000,232,b'GALAXY',b'STARBURST',0.040811,479.6072,127.4118,147.7477,113.3992,-47.72581,-11.28746
6474,554,52000,404,b'GALAXY',b'STARFORMING',0.02572994,66.39986,20.66364,10.95152,16.50816,-10.31638,-3.092879
6475,554,52000,471,b'GALAXY',b'AGN',0.1006659,43.16681,10.72078,19.00654,28.51892,-6.494482,-5.304003
6476,554,52000,599,b'GALAXY',b'STARBURST',0.04852726,1904.986,473.6948,1251.42,238.4385,-205.6117,-26.33956
6477,554,52000,602,b'GALAXY',b'STARFORMING',0.1345732,541.8839,125.8617,233.564,297.4328,-30.28347,-15.82738
6478,555,52266,45,b'GALAXY',b'STARFORMING',0.07529379,147.5825,23.44695,11.75524,68.52987,-19.86512,-10.87774
6479,555,52266,235,b'GALAXY',b'STARFORMING',0.0658948,219.2629,59.38457,45.1305,52.39278,-25.14711,-5.839183
6480,556,51991,309,b'GALAXY',b'STARFORMING',0.1942094,161.4508,39.55524,15.19781,60.60124,-25.22617,-7.863686
6481,556,51991,398,b'GALAXY',b'STARFORMING',0.1388377,126.9017,21.71096,15.83647,55.14251,-12.40006,-5.31333
6482,556,51991,437,b'GALAXY',b'STARFORMING',0.08143372,708.6243,111.7991,32.2852,441.2137,-37.36411,-23.37611
6483,557,52253,100,b'GALAXY',b'STARFORMING',0.03152484,146.8514,48.70389,34.35342,37.55402,-19.13505,-4.687484
6484,557,52253,268,b'GALAXY',b'STARFORMING',0.1415488,290.8929,60.92022,23.38874,135.7668,-14.87065,-6.862899
6485,557,52253,395,b'GALAXY',b'STARFORMING',0.05906047,109.284,29.99368,28.03683,28.6806,-19.13122,-5.353068
6486,557,52253,545,b'GALAXY',b'STARFORMING',0.07958368,132.9128,41.3755,30.37665,81.68124,-8.335741,-5.132131
6487,558,52317,207,b'GALAXY',b'STARFORMING',0.07857659,157.6457,42.51748,19.0903,69.65862,-12.93834,-6.499661
6488,558,52317,400,b'GALAXY',b'STARBURST',0.02424098,956.2048,316.3839,884.9883,79.98869,-98.20654,-8.618355
6489,559,52316,392,b'GALAXY',b'STARFORMING',0.04864929,621.0713,130.238,48.23528,192.2713,-38.80833,-12.10989
6490,559,52316,534,b'GALAXY',b'STARBURST',0.1516863,502.8615,114.9573,22.97356,182.2025,-45.55371,-16.91683
6491,560,52296,94,b'GALAXY',b'STARBURST',0.09135105,656.6367,166.8066,57.32534,302.6118,-46.30123,-20.84601
6492,560,52296,205,b'GALAXY',b'STARFORMING',0.07290015,148.816,34.24579,8.890471,47.11057,-21.9999,-6.912914
6493,560,52296,246,b'GALAXY',b'STARFORMING',0.09395772,111.0926,28.05575,14.91085,42.58142,-11.93515,-4.722834
6494,561,52295,53,b'GALAXY',b'STARFORMING',0.02772274,391.5262,91.4363,21.63744,141.5552,-8.000553,-3.018851
6495,561,52295,302,b'GALAXY',b'STARFORMING',0.02818351,639.252,144.829,32.94268,215.2631,-17.71065,-5.853719
6496,561,52295,352,b'GALAXY',b'STARFORMING',0.1298605,114.3555,26.8803,10.3068,32.78814,-23.40046,-5.880787
6497,561,52295,490,b'GALAXY',b'STARFORMING',0.04469546,887.8398,189.3675,89.46677,495.3777,-22.413,-12.6064
6498,564,52224,133,b'GALAXY',b'STARFORMING',0.07728849,157.6924,38.34064,9.678241,63.54017,-26.9593,-10.63254
6499,564,52224,154,b'GALAXY',b'STARBURST',0.1118494,458.2605,110.9104,20.39001,164.6744,-37.22495,-13.50685
6500,564,52224,230,b'GALAXY',b'STARFORMING',0.02843142,50.66828,18.92725,11.70074,12.56862,-7.871771,-1.78557
6501,564,52224,383,b'GALAXY',b'BROADLINE',0.08002901,51.38919,14.99572,23.13708,46.7434,-1.396841,-1.327579
6502,565,52225,469,b'GALAXY',b'STARFORMING',0.1250432,102.7737,24.93573,12.68494,52.77587,-12.28984,-6.984475
6503,565,52225,505,b'GALAXY',b'STARBURST',0.123329,494.945,162.4383,502.4916,40.34344,-107.9994,-9.68026
6504,566,52238,40,b'GALAXY',b'STARFORMING',0.1444264,71.7759,22.91667,22.93651,38.68908,-7.669129,-4.752532
6505,566,52238,250,b'GALAXY',b'STARFORMING',0.0547404,213.1103,69.3733,58.85476,48.72159,-26.36131,-6.02463
6506,566,52238,357,b'GALAXY',b'STARFORMING',0.05488825,342.0922,67.99631,20.0533,143.692,-15.87662,-6.656021
6507,566,52238,361,b'GALAXY',b'STARBURST',0.05770539,357.3126,106.3022,91.15784,84.92428,-49.36745,-11.4106
6508,566,52238,636,b'GALAXY',b'STARFORMING',0.09591855,289.4969,52.38258,17.45103,137.8808,-29.74025,-14.33037
6509,567,52252,168,b'GALAXY',b'STARFORMING',0.123659,280.5121,67.17047,16.56382,95.50734,-35.08303,-11.54243
6510,567,52252,538,b'GALAXY',b'STARFORMING',0.0693725,159.6012,37.10757,22.30654,45.36572,-25.47835,-7.609512
6511,524,52027,145,b'GALAXY',b'STARFORMING',0.0691215,64.30786,15.97697,14.30165,16.18122,-15.52641,-4.113378
6512,524,52027,152,b'GALAXY',b'STARFORMING',0.04227663,247.8197,60.88952,14.80863,95.32972,-14.15142,-5.716673
6513,524,52027,211,b'GALAXY',b'AGN',0.06923091,91.53584,21.0624,31.13223,47.22915,-4.337563,-2.403851
6514,524,52027,534,b'GALAXY',b'STARFORMING',0.04016602,327.352,82.69159,42.55582,97.34431,-26.9383,-7.715063
6515,524,52027,585,b'GALAXY',b'STARFORMING',0.08881126,246.858,65.63074,22.6136,95.68222,-18.86382,-7.332945
6516,525,52295,2,b'GALAXY',b'STARFORMING',0.0359304,769.5632,160.6564,30.08924,278.3089,-22.6931,-8.177752
6517,525,52295,108,b'GALAXY',b'STARFORMING',0.0793011,320.6862,59.20846,29.41948,141.5468,-29.8741,-13.13443
6518,525,52295,292,b'GALAXY',b'STARFORMING',0.07014348,297.2284,71.59968,17.04855,110.9134,-22.47121,-8.23047
6519,525,52295,360,b'GALAXY',b'STARFORMING',0.01702645,195.8261,64.79227,104.5622,14.15888,-30.15938,-2.477245
6520,526,52312,9,b'GALAXY',b'STARFORMING',0.08661835,462.1052,102.5641,51.80896,256.7534,-23.3163,-12.73131
6521,526,52312,46,b'GALAXY',b'STARFORMING',0.1083719,336.9061,63.60088,46.26273,265.5396,-21.34245,-16.26872
6522,526,52312,170,b'GALAXY',b'STARFORMING',0.05677273,78.47944,23.13713,9.719207,25.28117,-14.96114,-4.73523
6523,526,52312,269,b'GALAXY',b'',0.07978493,41.79253,14.9223,12.46886,28.5593,-2.35377,-1.540599
6524,527,52342,36,b'GALAXY',b'STARFORMING',0.1154498,257.7352,53.21012,15.224,96.77039,-21.62595,-7.96738
6525,527,52342,155,b'GALAXY',b'STARFORMING',0.1091456,219.0318,44.44573,11.11602,75.32909,-25.39927,-9.847699
6526,527,52342,252,b'GALAXY',b'STARFORMING',0.08450118,74.77738,17.96987,13.00176,25.28941,-8.146307,-2.774313
6527,527,52342,341,b'GALAXY',b'',0.09649881,61.29127,15.81333,17.06829,47.04435,-3.322418,-2.405194
6528,527,52342,361,b'GALAXY',b'STARFORMING',0.1346935,228.2375,57.1472,31.48983,84.21726,-19.61834,-7.388108
6529,527,52342,400,b'GALAXY',b'STARFORMING',0.101615,358.2354,74.88232,71.80849,193.4419,-15.42237,-8.166404
6530,527,52342,493,b'GALAXY',b'STARFORMING',0.05573779,425.6043,105.3449,31.10714,187.5107,-15.97603,-7.126986
6531,528,52022,181,b'GALAXY',b'STARFORMING',0.1107507,424.2785,101.7287,51.91718,222.9662,-28.32371,-14.79744
6532,528,52022,257,b'GALAXY',b'STARFORMING',0.03161243,431.71,118.9521,29.00562,218.6571,-20.25562,-10.2814
6533,528,52022,311,b'GALAXY',b'STARBURST',0.1583245,1031.648,241.5128,205.7037,274.2111,-76.19217,-19.92958
6534,528,52022,618,b'GALAXY',b'AGN',0.1623396,24.55712,11.65252,17.09011,29.81548,-1.853394,-2.307891
6535,529,52025,131,b'GALAXY',b'BROADLINE',0.02857324,153.4164,46.91973,29.6069,145.6812,-1.694845,-1.608843
6536,529,52025,388,b'GALAXY',b'STARFORMING',0.08822136,148.4622,35.97937,10.60552,57.60167,-16.16806,-6.172081
6537,529,52025,396,b'GALAXY',b'BROADLINE',0.02305681,166.2006,59.15803,78.77563,225.5064,-1.492668,-1.892505
6538,529,52025,458,b'GALAXY',b'',0.1135585,58.37462,12.47881,22.6018,43.68375,-5.408482,-3.901153
6539,530,52026,73,b'GALAXY',b'STARFORMING',0.03358513,191.3738,29.65259,16.12706,84.18306,-13.899,-6.039183
6540,530,52026,98,b'GALAXY',b'AGN',0.09275386,234.5204,59.08319,164.3147,176.1786,-12.11901,-8.928507
6541,530,52026,183,b'GALAXY',b'STARFORMING',0.06831891,527.0896,137.1888,110.4974,200.9133,-38.12277,-14.16654
6542,530,52026,323,b'GALAXY',b'STARBURST',0.07529306,300.4442,93.98181,194.6191,33.36666,-41.91207,-5.122989
6543,530,52026,326,b'GALAXY',b'STARBURST',0.1609379,469.9464,95.31051,19.99782,140.2504,-45.65073,-13.91741
6544,530,52026,364,b'GALAXY',b'STARBURST',0.1146891,518.9221,117.9223,31.11099,187.3312,-42.85185,-15.52018
6545,531,52028,461,b'GALAXY',b'STARFORMING',0.02408777,126.2434,35.65641,29.94781,35.70569,-13.9638,-3.928308
6546,532,51993,273,b'GALAXY',b'STARFORMING',0.1749198,300.9842,59.55352,85.7648,158.3907,-27.60438,-14.57083
6547,532,51993,474,b'GALAXY',b'STARBURST',0.1189133,589.5009,141.3101,49.90902,200.354,-41.12575,-14.22871
6548,532,51993,484,b'GALAXY',b'STARFORMING',0.07707769,95.85996,26.13972,10.23632,26.89914,-19.33565,-5.287227
6549,533,51994,16,b'GALAXY',b'STARFORMING',0.1905447,72.63367,21.66888,19.08018,52.29772,-6.773425,-4.757672
6550,533,51994,413,b'GALAXY',b'STARFORMING',0.08456567,160.7966,43.3693,12.41034,55.18356,-18.55688,-6.628706
6551,533,51994,533,b'GALAXY',b'STARBURST',0.07361357,886.3267,219.2493,92.45493,304.1397,-61.39763,-21.21702
6552,534,51997,540,b'GALAXY',b'STARBURST',0.05629256,739.2363,211.1793,206.827,135.0079,-184.9874,-34.61021
6553,535,51999,273,b'GALAXY',b'STARFORMING',0.1308478,97.21258,23.44155,14.1804,45.92097,-12.64442,-6.070174
6554,535,51999,370,b'GALAXY',b'STARBURST',0.1189055,392.9772,91.59476,22.56789,154.9025,-47.33066,-19.73003
6555,535,51999,431,b'GALAXY',b'',0.02664596,121.8975,41.20751,54.72672,110.2053,-1.538966,-1.367374
6556,535,51999,631,b'GALAXY',b'STARFORMING',0.0618621,155.7904,35.76956,20.46341,56.98956,-12.72995,-4.57739
6557,536,52024,302,b'GALAXY',b'STARFORMING',0.0297788,233.1937,57.77788,17.13827,99.31125,-9.937761,-4.233914
6558,536,52024,326,b'GALAXY',b'STARBURST',0.02836936,1792.811,560.9739,1818.725,167.4588,-75.96074,-7.518327
6559,536,52024,438,b'GALAXY',b'STARFORMING',0.07674027,139.2774,33.77171,16.69589,42.94039,-19.69467,-6.260763
6560,536,52024,536,b'GALAXY',b'STARBURST',0.005210581,333.7466,107.7396,241.3407,21.5522,-176.5354,-12.72628
6561,537,52027,276,b'GALAXY',b'',0.03398392,44.62627,15.09101,21.50675,24.91594,-2.399558,-1.542745
6562,537,52027,294,b'GALAXY',b'STARFORMING',0.04978509,380.9374,92.91163,48.84413,132.907,-26.92646,-9.391522
6563,537,52027,311,b'GALAXY',b'STARFORMING',0.1210505,151.2929,33.56527,16.40336,83.11797,-11.49051,-6.405718
6564,538,52029,187,b'GALAXY',b'STARFORMING',0.131502,292.8914,69.03351,27.51948,92.10683,-30.09068,-9.169783
6565,538,52029,339,b'GALAXY',b'STARFORMING',0.04535814,131.2505,42.47198,35.16552,32.01654,-45.28749,-9.275786
6566,538,52029,583,b'GALAXY',b'STARFORMING',0.04349443,71.33847,21.60324,20.77044,17.74241,-17.9345,-4.672424
6567,539,52017,38,b'GALAXY',b'STARFORMING',0.1407001,168.4226,36.33813,14.5699,51.84497,-28.22692,-8.553875
6568,539,52017,69,b'GALAXY',b'STARBURST',0.007684317,369.4577,113.4916,129.0516,49.57861,-175.1955,-23.97207
6569,539,52017,189,b'GALAXY',b'AGN',0.07039339,199.3192,54.01873,117.9795,106.6544,-14.33798,-7.798495
6570,539,52017,500,b'GALAXY',b'STARFORMING',0.1209667,294.653,48.88755,22.90105,157.2,-23.79309,-12.72439
6571,540,51996,565,b'GALAXY',b'STARBURST',0.05595613,400.5848,131.2789,171.2242,72.1243,-58.64571,-10.18305
6572,541,51959,44,b'GALAXY',b'STARFORMING',0.1425605,320.0303,55.26158,18.31236,109.7781,-31.15692,-10.79166
6573,541,51959,177,b'GALAXY',b'STARFORMING',0.1128314,41.84789,10.25053,18.45595,42.46546,-3.11437,-2.868275
6574,541,51959,566,b'GALAXY',b'STARBURST',0.05520191,262.1983,74.94267,86.33863,44.31802,-43.7012,-6.943588
6575,541,51959,568,b'GALAXY',b'STARBURST',0.1405058,617.825,189.0221,497.5565,65.87563,-170.5673,-19.23439
6576,542,51993,244,b'GALAXY',b'',0.1403206,40.71515,10.00626,8.896769,33.38145,-3.051221,-2.391034
6577,542,51993,370,b'GALAXY',b'STARFORMING',0.1339913,289.9917,61.83035,21.59144,100.5758,-30.94289,-10.68387
6578,542,51993,471,b'GALAXY',b'',0.236246,27.26098,7.459947,6.210625,19.34547,-4.137802,-2.977476
6579,542,51993,511,b'GALAXY',b'AGN',0.1061507,66.63655,9.79947,19.06831,52.93088,-6.136015,-5.194512
6580,543,52017,217,b'GALAXY',b'STARFORMING',0.07239399,239.9239,52.16206,18.18606,111.9643,-21.70323,-10.17614
6581,543,52017,399,b'GALAXY',b'',0.1130413,148.2399,29.26008,25.34223,110.202,-5.093704,-3.620543
6582,543,52017,467,b'GALAXY',b'STARFORMING',0.04781726,44.2578,13.02461,12.19278,9.020224,-10.56103,-2.683949
6583,544,52201,173,b'GALAXY',b'',0.1188777,53.44192,13.48579,16.42122,42.69043,-2.884262,-2.499623
6584,544,52201,258,b'GALAXY',b'STARFORMING',0.08547033,181.4412,47.91715,130.5388,54.68803,-14.35737,-4.65667
6585,568,52254,212,b'GALAXY',b'STARFORMING',0.08824131,767.0392,158.9129,34.72429,463.7991,-38.35908,-22.39425
6586,568,52254,230,b'GALAXY',b'STARFORMING',0.08707561,226.2997,70.32571,48.14898,77.44007,-18.233,-6.299888
6587,568,52254,521,b'GALAXY',b'STARFORMING',0.04610053,80.84097,23.57576,29.04814,12.42812,-23.74012,-3.237248
6588,569,52264,19,b'GALAXY',b'STARBURST',0.04622795,857.0003,209.0226,275.2792,219.0117,-70.90576,-17.9671
6589,569,52264,60,b'GALAXY',b'STARFORMING',0.09410452,56.46561,15.27765,13.24906,28.92256,-6.276577,-3.060679
6590,569,52264,472,b'GALAXY',b'STARBURST',0.09073132,1180.033,397.9919,1901.871,46.59896,-369.0831,-15.90958
6591,569,52264,500,b'GALAXY',b'AGN',0.1590652,52.01283,9.275279,25.37978,42.34723,-6.529407,-4.848012
6592,569,52264,520,b'GALAXY',b'STARFORMING',0.04599231,232.3637,58.95961,38.92501,51.112,-28.12002,-6.110692
6593,570,52266,12,b'GALAXY',b'STARFORMING',0.05995157,90.16687,24.87427,21.7459,22.58003,-13.89638,-3.604416
6594,570,52266,255,b'GALAXY',b'STARBURST',0.1612011,372.4661,82.87729,16.50687,104.513,-56.69482,-16.79831
6595,570,52266,280,b'GALAXY',b'STARBURST',0.01211255,425.2656,140.5686,547.2906,14.12046,-153.0963,-5.154875
6596,570,52266,447,b'QSO',b'AGN',0.2250721,189.7379,32.64779,192.146,199.6368,-21.29298,-20.91088
6597,570,52266,542,b'GALAXY',b'STARFORMING',0.06647897,276.1596,61.83667,18.9082,106.2455,-27.46533,-10.66356
6598,570,52266,586,b'GALAXY',b'STARBURST',0.0664414,12338.3,3006.177,5179.149,5318.755,-158.9458,-64.59589
6599,571,52286,51,b'GALAXY',b'STARBURST',0.04822373,128.0039,40.36624,43.09336,21.21041,-34.98827,-5.733522
6600,571,52286,90,b'GALAXY',b'STARFORMING',0.05685396,222.6109,65.05527,20.80085,69.9098,-29.71383,-9.329791
6601,571,52286,188,b'GALAXY',b'STARFORMING',0.03417875,232.5765,71.3824,81.07177,43.48302,-30.49686,-5.76075
6602,571,52286,561,b'GALAXY',b'BROADLINE',0.1918229,85.3808,18.71253,47.08549,163.7563,-6.325642,-10.48831
6603,572,52289,57,b'GALAXY',b'STARFORMING',0.08030201,224.4948,47.01094,19.88795,85.54868,-23.00504,-8.91678
6604,572,52289,186,b'GALAXY',b'STARFORMING',0.1520613,203.0584,40.81142,27.0295,105.4021,-13.88414,-6.946267
6605,572,52289,220,b'GALAXY',b'',0.06113354,35.26764,13.25898,19.37781,51.55342,-1.438976,-2.088396
6606,572,52289,262,b'GALAXY',b'STARFORMING',0.05331361,1463.033,248.0785,35.26789,674.6162,-43.82416,-20.21643
6607,572,52289,273,b'GALAXY',b'',0.0729455,32.30558,12.65788,19.09771,29.94363,-1.629579,-1.425184
6608,572,52289,304,b'GALAXY',b'STARBURST',0.1087513,299.9323,63.65681,28.0228,96.34212,-42.11776,-13.22657
6609,572,52289,319,b'GALAXY',b'AGN',0.05744372,1085.965,234.0875,693.1319,676.1752,-38.96478,-24.14932
6610,572,52289,614,b'GALAXY',b'STARFORMING',0.1220132,165.6483,30.93308,63.8711,65.82816,-16.39462,-7.170326
6611,573,52325,243,b'GALAXY',b'STARFORMING',0.05421429,90.84394,33.03476,40.75628,17.20227,-24.48389,-4.51963
6612,573,52325,610,b'GALAXY',b'STARBURST',0.01370451,1314.475,310.7921,647.8759,200.2462,-44.23749,-6.730567
6613,574,52355,364,b'GALAXY',b'STARFORMING',0.04592892,101.1369,23.44668,33.30282,18.2732,-28.34726,-5.019209
6614,574,52355,416,b'GALAXY',b'STARFORMING',0.04526504,747.9255,184.3562,50.53137,242.2259,-37.87524,-12.26785
6615,574,52355,422,b'QSO',b'STARBURST BROADLINE',0.291028,152.8571,33.88469,106.8654,138.4324,-21.38396,-15.16111
6616,574,52355,476,b'GALAXY',b'',0.07141925,54.22813,14.41445,23.36469,36.03141,-4.00253,-2.490272
6617,574,52355,518,b'GALAXY',b'STARFORMING',0.107369,154.483,38.44109,9.955544,62.69058,-15.35337,-5.745128
6618,575,52319,280,b'GALAXY',b'STARFORMING',0.04640958,252.1641,49.98724,25.98766,123.1251,-30.05202,-14.98721
6619,575,52319,407,b'GALAXY',b'STARBURST',0.1834867,655.2185,170.6885,192.9627,158.2664,-75.12785,-18.60727
6620,575,52319,573,b'GALAXY',b'STARFORMING',0.02825115,282.1891,64.16807,9.809914,88.25535,-34.05401,-10.61812
6621,576,52325,69,b'GALAXY',b'STARBURST',0.04566567,1509.469,344.2826,364.9804,351.4841,-100.4951,-23.7862
6622,576,52325,112,b'GALAXY',b'STARFORMING',0.02984568,124.6399,38.45831,18.94769,30.85826,-14.87135,-3.598659
6623,576,52325,248,b'GALAXY',b'STARFORMING',0.05929574,137.131,35.37256,23.19895,34.81224,-18.40116,-4.808765
6624,577,52367,22,b'GALAXY',b'STARBURST',0.09879981,389.833,88.97052,52.00668,193.3802,-32.61916,-17.5269
6625,577,52367,76,b'GALAXY',b'STARFORMING',0.115998,291.032,76.48878,34.82862,92.73793,-39.63725,-13.3381
6626,577,52367,519,b'GALAXY',b'STARFORMING',0.02107505,283.5032,77.13798,168.1134,33.85691,-32.73159,-4.025465
6627,577,52367,570,b'GALAXY',b'STARFORMING',0.02853671,138.2835,45.02896,66.70062,16.20632,-15.73001,-1.369238
6628,578,52339,16,b'GALAXY',b'STARFORMING',0.1377472,220.0899,51.18354,19.46105,92.59259,-20.59043,-8.066468
6629,578,52339,55,b'GALAXY',b'STARBURST',0.08229219,585.7256,151.0577,265.6454,79.35815,-64.99244,-8.820051
6630,578,52339,140,b'GALAXY',b'STARFORMING',0.1504858,207.4455,49.2536,12.26783,66.32259,-31.87,-9.613577
6631,578,52339,192,b'GALAXY',b'STARFORMING',0.09856151,399.7202,98.98232,238.0803,205.7928,-21.19515,-11.93708
6632,578,52339,349,b'GALAXY',b'STARFORMING',0.07192926,247.1043,66.6731,17.62641,91.07259,-23.46356,-8.935264
6633,578,52339,450,b'GALAXY',b'',0.06817583,124.3697,23.23546,13.96836,80.37238,-7.602475,-4.740639
6634,578,52339,610,b'GALAXY',b'STARFORMING',0.06907821,356.7899,70.84675,25.04586,156.4071,-21.88657,-9.626338
6635,579,52338,9,b'GALAXY',b'STARFORMING',0.06991344,353.1968,88.73076,22.18179,177.0037,-31.9161,-16.08011
6636,579,52338,150,b'GALAXY',b'STARFORMING',0.04139725,188.2054,46.04469,26.83762,82.20116,-13.97152,-6.110789
6637,579,52338,321,b'GALAXY',b'STARFORMING',0.265313,74.56837,22.42796,23.62813,86.92554,-7.441144,-9.562902
6638,580,52368,28,b'GALAXY',b'',0.02510968,206.6013,58.2648,89.09759,280.7318,-2.192216,-2.927356
6639,580,52368,291,b'GALAXY',b'STARFORMING',0.06095206,1011.997,139.8899,45.39745,476.275,-27.25175,-12.81356
6640,580,52368,304,b'GALAXY',b'STARFORMING',0.07049876,144.2427,38.36592,44.41463,23.47304,-20.93624,-2.96043
6641,580,52368,613,b'GALAXY',b'STARFORMING',0.06154905,140.8665,40.29449,28.31248,77.39394,-9.567577,-5.092417
6642,581,52356,116,b'GALAXY',b'STARBURST',0.02888132,875.473,236.418,308.3441,179.3917,-98.02899,-20.23583
6643,581,52356,438,b'QSO',b'AGN',0.1021888,239.4023,48.35256,547.8265,301.9395,-14.29949,-17.72898
6644,581,52356,592,b'GALAXY',b'STARBURST',0.02300767,567.5269,193.2176,636.9478,32.42141,-82.23322,-4.837202
6645,581,52356,618,b'GALAXY',b'STARFORMING',0.06720784,165.052,44.50634,33.90331,37.3368,-26.31345,-5.653275
6646,582,52045,67,b'GALAXY',b'STARFORMING',0.01988992,105.7821,38.97355,65.42474,12.76684,-20.16607,-2.772143
6647,582,52045,70,b'GALAXY',b'STARFORMING',0.127887,134.9049,33.63934,49.09462,78.01992,-11.70516,-6.358282
6648,582,52045,122,b'GALAXY',b'AGN',0.07494763,136.8015,25.90455,84.189,87.90285,-10.71488,-6.899196
6649,582,52045,144,b'GALAXY',b'',0.09271616,68.78691,14.85205,16.43363,32.38639,-3.361906,-1.602576
6650,582,52045,354,b'GALAXY',b'STARFORMING',0.08051847,157.1797,46.55594,27.95837,40.88488,-33.81317,-8.930508
6651,583,52055,47,b'GALAXY',b'STARFORMING',0.05358088,105.6513,27.59675,16.36257,30.16979,-15.78528,-4.543015
6652,583,52055,171,b'GALAXY',b'',0.049065,32.75965,20.7227,20.39905,30.01423,-0.8362648,-0.9993795
6653,583,52055,473,b'GALAXY',b'STARBURST',0.08503947,367.9467,102.6107,156.2664,67.70805,-76.70228,-14.22746
6654,583,52055,474,b'GALAXY',b'STARFORMING',0.1829389,181.6682,40.72128,14.88989,76.3505,-19.4985,-9.453742
6655,584,52049,56,b'GALAXY',b'STARFORMING',0.1112584,314.7922,78.97783,64.63821,159.9241,-36.45802,-18.00524
6656,584,52049,170,b'GALAXY',b'STARFORMING',0.02973443,308.5287,81.80944,58.73761,89.8936,-20.75835,-6.020033
6657,584,52049,180,b'GALAXY',b'STARBURST',0.05401985,462.0757,139.667,349.9777,46.58806,-83.66389,-8.657873
6658,584,52049,574,b'GALAXY',b'STARFORMING',0.05619552,252.5087,58.02243,13.96079,112.6689,-13.29208,-6.057911
6659,559,52316,573,b'GALAXY',b'STARFORMING',0.03090722,166.003,51.12545,29.4282,114.2955,-3.573847,-2.360126
6660,560,52296,556,b'GALAXY',b'STARFORMING',0.1428371,334.984,46.99404,43.11412,240.8797,-26.02899,-18.27072
6661,561,52295,104,b'GALAXY',b'STARBURST',0.03255431,911.8995,259.0929,939.8402,81.16125,-80.7617,-7.36687
6662,561,52295,202,b'GALAXY',b'STARFORMING',0.04439207,133.2096,31.694,14.08142,56.33663,-6.933771,-2.906304
